endX,endY,Count,WeightedCount,WeightedExpectedGoals,GoalProbability
48,32,31311,488.563768886271,0.188,0.011
48,34,31458,422.508692786259,0.096,0.008
48,36,32163,372.13709597065,0.061,0.007
48,38,32419,349.153929185135,0.064,0.008
48,40,32962,350.904598850541,0.085,0.009
48,42,32774,369.348480734062,0.106,0.01
46,30,30347,488.757084481431,0.211,0.013
46,32,30069,443.437881578565,0.117,0.009
46,34,29658,398.388634298215,0.073,0.007
46,36,29499,368.937804840473,0.065,0.008
46,38,29779,360.488593931587,0.085,0.01
46,40,29758,368.1545821649,0.115,0.011
46,42,29710,385.4843554035,0.139,0.011
46,44,30937,411.030892601398,0.151,0.01
46,46,31065,442.703768893401,0.16,0.011
44,28,27156,446.663515069256,0.156,0.014
44,30,27430,424.833915986724,0.102,0.01
44,32,27130,394.785645507865,0.068,0.007
44,34,26154,373.995585566574,0.058,0.007
44,36,26282,369.548445754406,0.079,0.009
44,38,25451,380.079835966554,0.123,0.012
44,40,26399,397.819038533811,0.172,0.012
44,42,26780,417.057154164772,0.212,0.012
44,44,27900,436.83475723793,0.224,0.011
44,46,27452,452.101651119556,0.193,0.01
44,48,28956,462.736438597634,0.147,0.01
42,26,25249,392.256940180566,0.11,0.014
42,28,25048,383.636807950573,0.09,0.012
42,30,24355,363.415975365438,0.069,0.01
42,32,24214,347.601276335412,0.05,0.008
42,34,23501,344.586021473644,0.05,0.008
42,36,22248,353.901342675817,0.082,0.01
42,38,22554,373.472276525752,0.138,0.013
42,40,22935,397.170969455726,0.2,0.013
42,42,23757,420.164490198225,0.258,0.013
42,44,25392,439.998911500703,0.279,0.012
42,46,25674,448.860884576882,0.234,0.01
42,48,26756,444.615090256726,0.156,0.008
40,26,23578,350.790684336308,0.101,0.015
40,28,23348,327.539796063293,0.114,0.018
40,30,22401,310.838708794453,0.095,0.018
40,32,22100,308.807155275822,0.058,0.013
40,34,20996,315.737975497698,0.045,0.01
40,36,20303,324.875727764057,0.067,0.01
40,38,20882,338.914625068636,0.114,0.012
40,40,19066,359.138549023073,0.168,0.013
40,42,19996,382.389323214324,0.22,0.013
40,44,22771,403.711717817798,0.24,0.011
40,46,23717,414.647646945726,0.205,0.009
40,48,24523,411.712407799789,0.142,0.007
40,50,25214,404.454840674092,0.117,0.007
38,26,20121,324.786008065504,0.13,0.019
38,28,20278,288.443822801382,0.172,0.028
38,30,20310,274.519826146968,0.147,0.028
