GoalProbability,WeightedExpectedGoals,Count,WeightedCount
0,0,12707772,211755.88
0.01,0,2172935,32070.023
0.05,0,248207,2137.902
0.2,0,39988,237.298
0.02,0,968276,11751.377
0.03,0,551765,5913.126
0.04,0,359050,3437.039
0.15,0,29349,110.086
0.16,0,28119,112.354
0.17,0,34400,211.443
0.13,0,36911,166.698
0.14,0,33369,144.888
0.19,0,24229,114.803
0.18,0,23171,94.214
0.1,0,61086,327.102
0.12,0,50157,265.968
0.06,0,152465,1042.101
0.07,0,113893,731.911
0.08,0,90916,539.25
0.11,0,63589,422.472
0.09,0,72312,405.356
0.2,0.000909090909090909,7823,200.448
0.2,0.00181818181818182,5003,166.356
0.2,0.00272727272727273,3782,131.755
0.29,0,7613,29.399
0.05,0.000909090909090909,92215,1958.902
0.2,0.00363636363636364,2780,102.253
0.2,0.00454545454545455,2166,74.94
0.04,0.000909090909090909,132292,2975.874
0.03,0.000909090909090909,175982,4161.509
0.06,0.000909090909090909,61167,1168.085
0.07,0.000909090909090909,46982,827.987
0.2,0.00545454545454545,1403,44.465
0.13,0.000909090909090909,13241,177.449
0.08,0.000909090909090909,34129,587.383
0.09,0.000909090909090909,26446,427.653
0.19,0.000909090909090909,7419,103.413
0.11,0.000909090909090909,18340,358.793
0.15,0.000909090909090909,10840,133.741
0.14,0.000909090909090909,11605,146.219
0.1,0.000909090909090909,21908,345.581
0.16,0.000909090909090909,8886,112.221
0.39,0,2640,8.202
0.23,0,12443,48.549
0.27,0,6839,27.22
0.24,0,25553,157.228
0.22,0,23539,133.23
0.3,0,12905,49.595
0.28,0,7293,26.516
0.26,0,7254,28.519
0.21,0,15618,63.003
0.38,0,2372,7.28
0.37,0,2784,7.878
0.35,0,4081,14.268
0.33,0,4503,15.454
0.31,0,6784,29.002
0.32,0,7595,29.746
0.34,0,3729,12.344
0.25,0,9639,38.257
0.36,0,4719,16.298
0.08,0.00181818181818182,26634,544.377
0.07,0.00181818181818182,32247,718.608
0.06,0.00181818181818182,43811,1005.174
0.1,0.00181818181818182,15732,311.247
0.09,0.00181818181818182,19003,384.004
0.11,0.00181818181818182,13404,323.889
0.1,0.00272727272727273,15577,331.823
0.09,0.00272727272727273,14748,339.932
0.08,0.00272727272727273,19420,470.409
0.13,0.00181818181818182,8850,163.369
0.16,0.00181818181818182,5991,102.934
0.17,0.00181818181818182,6309,147.363
0.18,0.00181818181818182,5386,93.061
0.15,0.00181818181818182,6054,109.131
0.17,0.000909090909090909,9349,179.661
0.14,0.00181818181818182,7881,137.474
0.12,0.000909090909090909,15185,240.744
0.12,0.00181818181818182,11600,238.854
0.11,0.00272727272727273,10771,247.202
0.12,0.00272727272727273,9197,200.873
0.15,0.00272727272727273,6022,118.054
0.17,0.00272727272727273,4529,132.352
0.18,0.00272727272727273,3917,79.439
0.19,0.00363636363636364,3210,79.662
0.13,0.00272727272727273,8183,155.075
0.18,0.000909090909090909,6581,87.573
0.05,0.00181818181818182,56548,1377.997
0.14,0.00363636363636364,5879,126.192
0.21,0.00272727272727273,3008,54.572
0.19,0.00272727272727273,3751,77.212
0.21,0.00181818181818182,3067,52.517
0.21,0.000909090909090909,4303,60.717
0.22,0.000909090909090909,5133,115.85
0.42,0,2929,7.824
0.49,0,9442,46.978
0.46,0,1798,5.477
0.41,0,2434,8.396
0.48,0,1825,6.849
0.43,0,2198,4.308
0.44,0,1672,4.783
0.45,0,1783,5.158
0.47,0,1947,4.407
0.4,0,2174,7.289
0.07,0.00272727272727273,27141,683.757
0.11,0.00363636363636364,7195,177.76
0.1,0.00363636363636364,9478,234.333
0.08,0.00363636363636364,15938,419.07
0.06,0.00272727272727273,26701,696.627
0.19,0.00181818181818182,4625,86.754
0.17,0.00363636363636364,2763,80.862
0.16,0.00363636363636364,4411,95.055
0.02,0.000909090909090909,248392,6291.7
0.12,0.00363636363636364,6551,162.597
0.09,0.00363636363636364,11703,300.356
0.14,0.00272727272727273,6431,135.617
0.18,0.00454545454545455,2631,67.033
0.21,0.00545454545454545,1348,40.849
