endX,endY,Count,WeightedCount,WeightedExpectedGoals,GoalProbability
72,30,2641,37.506,0.033,0.065
72,32,2255,27.254,0.018,0.067
70,26,1804,39.983,0.005,0.024
70,28,2085,40.247,0.012,0.036
70,30,2213,35.881,0.012,0.042
70,32,1730,27.737,0.007,0.04
70,34,1628,20.58,0.002,0.029
70,36,1768,18.07,0,0.017
70,38,1768,19.495,0,0.012
68,22,1489,30.761,0,0.002
68,24,1489,28.073,0,0.007
68,26,1489,29.366,0.001,0.014
68,28,1600,31.187,0.002,0.02
68,30,1511,30.767,0.002,0.021
68,32,1339,27.651,0.001,0.017
68,34,1628,23.621,0,0.01
68,36,1768,21.505,0,0.005
68,38,1637,22.662,0,0.002
68,40,1775,25.763,0,0.002
66,22,1304,16.596,0,0.001
66,24,1304,16.059,0,0.004
66,26,1230,18.938,0,0.007
66,28,1371,23.443,0,0.008
66,30,1371,27.158,0,0.007
66,32,1065,27.889,0,0.005
66,34,1347,25.216,0,0.003
66,36,1487,21.801,0,0.001
66,38,1496,21.13,0,0
66,40,1634,24.285,0,0
66,42,1232,30.615,0,0
64,20,1165,7.792,0,0
64,22,1230,7.228,0,0.001
64,24,1230,9.164,0,0.001
64,26,1230,14.631,0,0.002
64,28,1371,22.186,0,0.002
64,30,1028,28.21,0,0.001
64,32,925,29.135,0,0.001
64,34,1207,24.621,0,0.001
64,36,1207,18.449,0,0
64,38,1076,15.304,0,0
64,40,1077,17.324,0,0
64,42,1090,23.979,0,0
62,20,980,2.43,0,0
62,22,1091,3.4,0,0
62,24,1096,7.245,0,0
62,26,1096,15.249,0,0
62,28,1152,25.454,0,0
62,30,925,32.362,0,0
62,32,925,31.37,0,0
62,34,1207,23.545,0,0
62,36,937,14.522,0,0
62,38,937,9.331,0,0
62,40,812,9.484,0,0
62,42,1090,13.946,0,0
62,44,952,19.362,0,0
60,20,721,0.801,0,0
60,22,957,2.228,0,0
60,24,957,6.625,0,0
60,26,872,15.437,0,0
60,28,645,26.587,0,0
60,30,786,33.744,0,0
60,32,786,31.677,0,0
60,34,796,22.127,0,0
60,36,937,11.809,0,0
60,38,812,5.625,0,0
60,40,812,4.217,0,0
60,42,950,5.976,0,0
60,44,812,8.52,0,0
58,20,721,0.365,0,0
58,22,636,1.505,0,0
58,24,520,4.994,0,0
58,26,645,12.168,0,0
58,28,645,21.558,0,0
58,30,514,27.885,0,0
58,32,655,26.367,0,0
58,34,530,18.179,0,0
58,36,812,9.19,0,0
58,38,812,3.62,0,0
58,40,812,1.717,0,0
58,42,812,1.906,0,0
58,44,701,2.669,0,0
56,20,278,0.167,0,0
56,22,278,0.804,0,0
56,24,278,2.788,0,0
56,26,389,7.032,0,0
56,28,389,12.881,0,0
56,30,389,17.179,0,0
56,32,389,16.629,0,0
56,34,389,11.62,0,0
