GoalProbability,WeightedExpectedGoals,Count,WeightedCount
0,0,20171817,310543.552
0.01,0,2739894,37171.642
0.05,0,255783,2239.889
0.02,0,1076524,11410.36
0.03,0,597178,5456.767
0.06,0,160529,1250.362
0.04,0,340533,2756.203
0.07,0,94964,575.814
0.28,0,4423,13.837
0.49,0,917,2.282
0.25,0,7037,22.698
0.05,0.000909090909090909,82739,1683.307
0.09,0,87461,625.714
0.08,0,90205,637.962
0.04,0.000909090909090909,125269,2380.553
0.18,0,12795,48.013
0.26,0,7277,26.399
0.15,0,19119,87.421
0.21,0,10934,39.778
0.1,0,47166,242.472
0.12,0,40472,226.479
0.11,0,42322,222.891
0.14,0,21386,101.131
0.13,0,54765,438.762
0.03,0.000909090909090909,210096,4218.033
0.06,0.000909090909090909,56410,1051.499
0.05,0.00181818181818182,51960,1087.235
0.17,0,14512,53.251
0.16,0,14919,57.985
0.19,0,12912,49.188
0.2,0,12106,44.387
0.22,0,10639,41.475
0.23,0,14521,56.493
0.24,0,10034,44.467
0.27,0,13679,55.989
0.02,0.000909090909090909,377670,8772.907
0.07,0.000909090909090909,42039,664.638
0.08,0.000909090909090909,27947,522.217
0.15,0.000909090909090909,6249,93.46
0.13,0.000909090909090909,8911,315.809
0.09,0.000909090909090909,21900,460.37
0.14,0.000909090909090909,6763,98.648
0.11,0.000909090909090909,13137,208.041
0.01,0.000909090909090909,716728,20566.384
0.06,0.00181818181818182,37563,772.233
0.18,0.000909090909090909,4472,54.494
0.17,0.000909090909090909,4077,54.4
0.15,0.00181818181818182,4254,89.583
0.17,0.00181818181818182,2802,45.537
0.16,0.000909090909090909,4306,53.687
0.19,0.000909090909090909,3528,46.356
0.18,0.00181818181818182,2614,49.732
0,0.000909090909090909,363755,13933.575
0.05,0.00272727272727273,42503,1013.614
0.03,0.00181818181818182,136232,3300.688
0.04,0.00181818181818182,86496,1911.647
0.07,0.00181818181818182,26864,508.802
0.06,0.00272727272727273,27461,601.036
0.07,0.00454545454545455,13563,340.567
0.05,0.00363636363636364,31513,820.66
0.09,0.00363636363636364,9707,215.787
0.08,0.00363636363636364,12339,274.214
0.08,0.00181818181818182,23664,461.559
0.1,0.00181818181818182,13814,255.675
0.06,0.00363636363636364,21610,542.517
0.04,0.00272727272727273,59546,1469.182
0.11,0.00272727272727273,8647,192.266
0.09,0.00454545454545455,9797,232.839
0.09,0.00181818181818182,17108,374.803
0.08,0.00545454545454545,8698,223.167
0.12,0.00454545454545455,4449,106
0.1,0.00454545454545455,4839,135.993
0.12,0.00272727272727273,5757,142.001
0.1,0.000909090909090909,15082,232.218
0.16,0.00181818181818182,2675,46.974
0.12,0.000909090909090909,10134,178.69
0.19,0.00181818181818182,2105,40.123
0.18,0.00272727272727273,2001,43.678
0.03,0.00272727272727273,81193,2309.249
0.02,0.00181818181818182,201568,5685.565
0.09,0.00272727272727273,13082,287.464
0.07,0.00363636363636364,16867,377.897
0.05,0.00454545454545455,22548,634.358
0.12,0.00363636363636364,4915,119.006
0.1,0.00545454545454545,4597,124.892
0.13,0.00272727272727273,4463,134.222
0.1,0.00363636363636364,8860,201.251
0.08,0.00272727272727273,17079,343.459
0.14,0.00181818181818182,4826,90.176
0.13,0.00181818181818182,7036,233.748
0.2,0.000909090909090909,3370,50.164
0.2,0.00181818181818182,2686,45.505
0.2,0.00272727272727273,1927,47.092
0.19,0.00363636363636364,1633,37.068
0.19,0.00272727272727273,1993,41.665
0.17,0.00272727272727273,2174,42.156
0.04,0.00363636363636364,43666,1220.168
0.1,0.00272727272727273,11757,239.216
0.2,0.00363636363636364,1502,35.452
0.01,0.00181818181818182,282426,10441.307
0.08,0.00454545454545455,12069,309.795
0.07,0.00545454545454545,10674,282.055
0.06,0.00454545454545455,15100,410.374
0.11,0.00909090909090909,2833,86.949
0.08,0.00636363636363636,7378,214.251
0.12,0.00727272727272727,1599,52.651
0.11,0.00727272727272727,2623,71.495
0.09,0.00545454545454545,8087,187.517
0.07,0.00272727272727273,21859,467.336
0.09,0.00727272727272727,6245,165.952
0.12,0.00545454545454545,3614,100.988
0.13,0.00818181818181818,2224,60.329
0.13,0.0109090909090909,780,26.763
0.1,0.00818181818181818,4362,114.189
0.15,0.00818181818181818,1067,31.84
0.14,0.00909090909090909,1080,33.27
0.12,0.00636363636363636,3011,76.467
0.14,0.00454545454545455,3050,68.199
0.14,0.00545454545454545,2267,61.798
0.13,0.00363636363636364,3461,90.907
0.12,0.00181818181818182,7146,151.084
0.16,0.00272727272727273,2393,50.171
0.11,0.00818181818181818,3082,90.303
0.09,0.00909090909090909,2429,72.928
0.07,0.00636363636363636,10282,297.896
0.14,0.00636363636363636,2439,62.917
0.14,0.01,417,11.201
0.09,0.00636363636363636,7115,188.114
0.15,0.00727272727272727,1091,37.627
0.14,0.00727272727272727,1637,40.212
0.16,0.00363636363636364,2069,48.245
0.16,0.00454545454545455,1786,37.675
0.15,0.00272727272727273,3471,76.237
0.2,0.00454545454545455,980,33.155
0.2,0.00545454545454545,1315,33.7
0.19,0.00454545454545455,1026,25.949
0.17,0.00363636363636364,2523,56.523
0.07,0.00727272727272727,7659,238.572
0.05,0.00545454545454545,16797,523.655
0.11,0.00181818181818182,8870,188.844
0.13,0.00545454545454545,2613,72.446
0.12,0.00818181818181818,2773,77.205
0.21,0.000909090909090909,2485,31.916
0.23,0.000909090909090909,3131,51.445
0.22,0.000909090909090909,2026,30.431
0.25,0.000909090909090909,1759,21.369
0.24,0.000909090909090909,3375,59.917
0.26,0.000909090909090909,2567,31.623
0.27,0.000909090909090909,2552,50.057
0.08,0.00727272727272727,6490,193.859
0.06,0.00545454545454545,12533,369.508
0.13,0.00909090909090909,1554,42.656
0.12,0.01,1811,49.907
0.1,0.00727272727272727,4323,115.591
0.14,0.0118181818181818,420,18.732
0.13,0.0118181818181818,1032,34.988
0.13,0.01,821,29.409
0.11,0.00636363636363636,3647,94.987
0.16,0.0145454545454545,106,5.894
0.14,0.0109090909090909,799,29.837
0.11,0.00545454545454545,5054,131.954
0.16,0.0118181818181818,514,18.827
0.17,0.0118181818181818,382,13.59
0.15,0.00909090909090909,1201,30.829
0.13,0.00454545454545455,2576,58.018
0.13,0.00636363636363636,3259,84.614
0.15,0.00545454545454545,2119,60.759
0.16,0.0136363636363636,173,8.157
0.13,0.00727272727272727,1745,50.859
0.16,0.00909090909090909,549,22.121
0.17,0.01,543,18.836
0.16,0.00727272727272727,959,22.218
0.14,0.00363636363636364,2262,56.897
0.11,0.00363636363636364,5845,135.77
0.17,0.00545454545454545,1599,37.392
0.19,0.00545454545454545,811,25.393
0.14,0.00272727272727273,3918,77.347
0.1,0.01,3543,107.799
0.1,0.00636363636363636,3931,105.542
0.15,0.00363636363636364,2257,62.074
0.29,0.000909090909090909,995,9.664
0.31,0.000909090909090909,772,6.121
0.33,0.000909090909090909,786,5.734
