GoalProbability,WeightedExpectedGoals,Count,WeightedCount
0,0,8648317,138952.437
0.03,0,257561,2487.963
0.06,0,73001,503.588
0.01,0,974227,13465.758
0.04,0,182429,1623.356
0.07,0,52470,352.083
0.09,0,31277,222.598
0.08,0,49905,357.957
0.02,0,429531,4947.349
0.05,0,116861,848.611
0.09,0.000909090909090909,11678,228.308
0.11,0,14037,73.09
0.16,0,4836,16.482
0.18,0,3871,13.8
0.13,0,8169,33.959
0.21,0,2898,8.848
0.22,0,2425,7.449
0.1,0,16077,80.29
0.2,0,3026,10.159
0.19,0,3697,11.69
0.15,0,6213,21.443
0.14,0,7738,31.465
0.17,0,5101,18.651
0.12,0,18266,102.07
0.24,0,2617,8.21
0.28,0,1305,3.779
0.23,0,2500,7.611
0.33,0,887,2.513
0.34,0,1035,2.825
0.26,0,2298,6.758
0.25,0,2365,6.989
0.31,0,958,2.557
0.37,0,876,2.318
0.32,0,950,2.817
0.41,0.000909090909090909,333,2.482
0.42,0.000909090909090909,247,2.355
0.3,0,996,3.063
0.36,0.000909090909090909,435,3.654
0.29,0,1176,2.979
0.35,0,751,1.891
0.37,0.000909090909090909,295,2.245
0.43,0.00181818181818182,233,3.044
0.27,0.000909090909090909,787,6.41
0.24,0.000909090909090909,1128,9.744
0.36,0.00181818181818182,314,3.148
0.44,0.00272727272727273,247,3.781
0.45,0.00181818181818182,126,1.747
0.17,0.000909090909090909,3363,29.969
0.31,0.00181818181818182,474,4.761
0.41,0.00272727272727273,192,2.939
0.22,0.000909090909090909,1565,12.74
0.34,0.00181818181818182,239,2.781
0.38,0.00181818181818182,349,4.035
0.32,0.000909090909090909,373,3.544
0.15,0.000909090909090909,4173,42.224
0.11,0.000909090909090909,6638,94.065
0.14,0.000909090909090909,4165,46.096
0.16,0.000909090909090909,2807,27.874
0.12,0.000909090909090909,6604,109.841
0.19,0.000909090909090909,2037,17.62
0.29,0.000909090909090909,556,4.876
0.4,0.00272727272727273,178,2.938
0.45,0.00363636363636364,157,2.714
0.44,0.00363636363636364,226,3.93
0.27,0.00181818181818182,470,5.488
0.39,0.00363636363636364,351,4.796
0.45,0.00545454545454545,165,3.256
0.21,0.00181818181818182,1386,17.145
0.2,0.000909090909090909,1553,12.883
0.46,0.00545454545454545,38,0.376
0.25,0.000909090909090909,1245,10.446
0.34,0.00363636363636364,309,4.65
0.43,0.00545454545454545,196,4.323
0.44,0.00545454545454545,178,3.336
0.38,0.00363636363636364,190,2.751
0.23,0.00181818181818182,1267,13.019
0.26,0.00272727272727273,416,7.233
0.37,0.00363636363636364,132,1.776
0.4,0.00363636363636364,232,3.565
0.33,0.00272727272727273,310,3.451
0.25,0.00181818181818182,1081,13.061
0.29,0.00181818181818182,477,5.574
0.18,0.000909090909090909,2144,19.854
0.15,0.00181818181818182,2344,34.179
0.17,0.00181818181818182,2054,26.518
0.37,0.00181818181818182,310,3.44
0.41,0.00181818181818182,135,1.878
0.4,0.00181818181818182,155,1.817
0.32,0.00181818181818182,396,4.33
0.3,0.00181818181818182,390,4.366
0.27,0.00272727272727273,688,7.957
0.38,0.00545454545454545,377,5.918
0.44,0.00818181818181818,153,4.227
0.1,0.000909090909090909,8651,122.964
0.22,0.00272727272727273,691,9.804
0.39,0.00545454545454545,204,3.805
0.28,0.00272727272727273,443,6.954
0.34,0.00545454545454545,394,6.971
0.42,0.00818181818181818,125,2.563
0.43,0.00818181818181818,141,3.116
0.25,0.00272727272727273,1103,15.212
0.27,0.00454545454545455,471,6.753
0.36,0.00545454545454545,213,3.103
0.33,0.00363636363636364,276,4.147
0.24,0.00181818181818182,973,11.751
0.13,0.000909090909090909,4389,49.536
0.08,0.000909090909090909,14938,308.603
0.14,0.00181818181818182,3437,48.508
0.15,0.00272727272727273,2807,48.507
0.11,0.00181818181818182,4688,91.46
0.06,0.000909090909090909,26490,538.822
0.28,0.000909090909090909,725,6.109
0.37,0.00272727272727273,300,3.83
0.39,0.00636363636363636,153,3.223
0.37,0.00454545454545455,271,5.377
0.24,0.00272727272727273,1109,16.2
0.39,0.00818181818181818,101,2.066
0.2,0.00272727272727273,1489,21.622
0.21,0.00363636363636364,1050,16.651
0.24,0.00363636363636364,621,10.539
0.22,0.00181818181818182,1184,13.147
0.12,0.00181818181818182,4232,87.212
0.4,0.00909090909090909,152,3.793
0.31,0.00636363636363636,218,6.197
0.38,0.00909090909090909,183,3.947
0.39,0.00909090909090909,220,4.576
0.36,0.00636363636363636,171,3.554
0.24,0.00454545454545455,695,12.71
0.32,0.00636363636363636,459,6.629
0.34,0.00636363636363636,217,3.168
0.32,0.00454545454545455,353,6.828
0.31,0.00272727272727273,447,6.685
0.21,0.000909090909090909,1182,11.156
0.37,0.00636363636363636,139,3.414
0.3,0.00363636363636364,310,4.606
0.27,0.00363636363636364,387,6.113
0.02,0.000909090909090909,93321,2656.961
0.03,0.000909090909090909,69343,1758.075
0.04,0.000909090909090909,51674,1254.217
0.04,0.00181818181818182,22711,642.195
0.05,0.00181818181818182,17864,485.856
0.1,0.00181818181818182,6378,125.652
0.07,0.000909090909090909,19439,391.807
0.09,0.00181818181818182,6121,156.71
0.05,0.000909090909090909,36035,826.373
0.31,0.00545454545454545,295,4.121
0.33,0.00545454545454545,360,6.01
0.33,0.00454545454545455,336,5.309
0.16,0.00181818181818182,2769,39.26
0.26,0.00454545454545455,290,4.665
0.32,0.00727272727272727,226,4.529
0.34,0.00818181818181818,79,3.187
0.33,0.00636363636363636,271,5.147
0.31,0.00727272727272727,231,4.636
0.33,0.00818181818181818,82,1.584
0.28,0.00363636363636364,442,6.997
0.19,0.00363636363636364,748,14.05
0.25,0.00545454545454545,477,10.12
0.28,0.00545454545454545,346,6.705
0.28,0.00454545454545455,570,8.327
0.16,0.00272727272727273,2246,36.899
0.19,0.00272727272727273,1420,19.191
0.19,0.00181818181818182,1697,20.304
0.03,0.00181818181818182,29475,895.044
0.02,0.00181818181818182,43060,1550.452
0.05,0.00363636363636364,6667,216.087
0.06,0.00363636363636364,5900,181.077
0.06,0.00181818181818182,14822,398.46
0.07,0.00181818181818182,11928,326.187
0.26,0.00181818181818182,886,10.309
0.23,0.00363636363636364,944,14.283
0.29,0.00363636363636364,395,4.88
0.17,0.00272727272727273,1745,28.026
0.24,0.00545454545454545,624,12.227
0.26,0.000909090909090909,920,8.435
0.29,0.00272727272727273,459,6.038
0.28,0.00636363636363636,382,7.57
0.29,0.00545454545454545,289,6.442
0.23,0.00454545454545455,582,10.156
0.27,0.00545454545454545,326,6.672
0.13,0.00181818181818182,3927,59.652
0.22,0.00363636363636364,843,15.804
0.08,0.00181818181818182,9797,238.364
0.01,0.000909090909090909,159937,5727.509
0.04,0.00272727272727273,11938,389.601
0.03,0.00272727272727273,16924,618.042
0.05,0.00272727272727273,9713,297.002
0.06,0.00272727272727273,8899,253.678
0.07,0.00363636363636364,4612,147.296
0.07,0.00272727272727273,7023,212.462
0.2,0.00181818181818182,1258,15.291
0.23,0.000909090909090909,1405,12.862
0.18,0.00181818181818182,1895,23.691
0.23,0.00272727272727273,1191,16.777
0.18,0.00272727272727273,1873,28.192
0.26,0.00363636363636364,654,10.012
0.28,0.00181818181818182,444,5.491
0.39,0,768,1.687
0.4,0,902,2.472
0.36,0,762,1.938
0.44,0,984,2.66
0.35,0.000909090909090909,316,2.506
0.4,0.000909090909090909,236,2.161
0.34,0.000909090909090909,279,1.917
0.3,0.000909090909090909,652,4.559
0.39,0.000909090909090909,210,1.906
0.38,0,755,2.039
0.33,0.000909090909090909,404,3.754
0.45,0.000909090909090909,223,2.105
0.31,0.000909090909090909,436,4.096
0.44,0.00181818181818182,155,2.187
0.38,0.000909090909090909,285,2.697
0.42,0,874,2.309
0.44,0.000909090909090909,295,2.828
0.27,0,2776,6.007
0.46,0.000909090909090909,201,1.842
0.43,0.000909090909090909,296,2.707
0.41,0,716,1.687
0.45,0,731,1.843
0.46,0,848,2.154
0.43,0,804,1.915
0.47,0,1038,0.708
0.48,0,186,0.455
0.49,0,235,0.315
0.38,0.00272727272727273,299,3.7
0.39,0.00454545454545455,377,5.625
0.42,0.00363636363636364,203,3.726
0.34,0.00272727272727273,154,2.446
0.36,0.00454545454545455,237,3.952
0.32,0.00272727272727273,308,4.396
0.1,0.00272727272727273,4359,103.712
0.11,0.00272727272727273,4058,88.259
0.35,0.00272727272727273,346,4.325
0.41,0.00636363636363636,153,3.104
0.42,0.00545454545454545,137,2.191
0.35,0.00363636363636364,312,5.177
0.2,0.00363636363636364,1021,16.655
0.41,0.00909090909090909,292,5.128
0.15,0.00363636363636364,1395,29.918
0.43,0.00909090909090909,162,3.528
0.21,0.00272727272727273,1001,15.049
0.28,0.00727272727272727,395,6.764
