matchId,teamId,eventSequence,recipientPlayerId,period,minute,second,x,y,playId,GoalProbability,endX,endY,event,positionName,recipientPositionName,MaxPossessionGoalProbabilty,matchDetails
69138,1041,244,,1,6,13,106.6,31,15,,32.4,17.6,Pass,GK,,0,Sporting Gijón (A)
69138,1041,542,,1,12,23,114.6,46.3,23,,49.3,14.4,Pass,GK,,0,Sporting Gijón (A)
69138,1041,652,,1,15,19,116.4,36.3,30,,109.4,28.9,Run,GK,,0,Sporting Gijón (A)
69138,1041,711,,1,16,26,114.1,35.1,32,,112.5,38.5,Run,GK,,0,Sporting Gijón (A)
69138,1041,977,,1,24,47,114,36,46,,52.7,34.3,Pass,GK,,0,Sporting Gijón (A)
69138,1041,1721,,2,45,8,104.7,36.7,88,,103.5,37.2,Run,GK,,0,Sporting Gijón (A)
69138,1041,1966,,2,53,22,102.9,44.7,106,,103.5,46.7,Run,GK,,0.06426591,Sporting Gijón (A)
69138,1041,2014,,2,55,5,110.3,38.4,110,,105.8,46,Run,GK,,0,Sporting Gijón (A)
69138,1041,2050,,2,55,59,108,36.9,112,,107.2,37.8,Run,GK,,0,Sporting Gijón (A)
69138,1041,2491,,2,68,4,94.9,33.2,138,,91.6,33.6,Run,GK,,0,Sporting Gijón (A)
69138,1041,2515,,2,68,29,110.8,44.7,140,,108.6,45.4,Run,GK,,0,Sporting Gijón (A)
69138,1041,2648,,2,72,4,108.8,44.9,144,,112.6,42,Run,GK,,0,Sporting Gijón (A)
69138,1041,3176,,2,82,35,116.8,27.2,164,,115.5,28.1,Run,GK,,0,Sporting Gijón (A)
69138,1041,3341,,2,86,12,104,48.1,171,,104,48.1,Run,GK,,0,Sporting Gijón (A)
69138,1041,3402,,2,87,12,113,37,173,,43.5,22.8,Pass,GK,,0,Sporting Gijón (A)
69138,1041,293,,1,7,45,87.3,46.9,16,,86.5,45.3,Run,LDM,,0,Sporting Gijón (A)
69138,1041,707,,1,16,22,80.8,31.8,32,,82.1,31.3,Run,LDM,,0,Sporting Gijón (A)
69138,1041,765,,1,17,18,83.8,15.8,35,,84.5,16,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1052,,1,27,45,33.1,38.6,50,,27.4,40.6,Run,LDM,,0.029030912,Sporting Gijón (A)
69138,1041,1053,,1,27,46,27.4,40.6,50,0.018240917,,,Shot,LDM,,0.029030912,Sporting Gijón (A)
69138,1041,1089,,1,28,34,94.7,37.7,53,,93.2,36.9,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1313,,1,35,56,51.4,4.7,67,,51.4,4.7,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1426,,1,38,20,61.3,52.4,71,,54,47.7,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1544,,1,41,43,68.5,28,76,,67.1,31.8,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1680,,1,45,11,59.9,41.8,84,,60.7,39.9,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1735,,2,45,16,59.1,20.4,90,,50.6,21.4,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1795,,2,46,43,77.1,31.3,95,,80.7,33.6,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1826,,2,47,6,23,21.4,95,,14.4,25.5,Run,LDM,,0,Sporting Gijón (A)
69138,1041,1870,,2,49,28,52,53.2,98,,46.9,55.7,Run,LDM,,0.17927611,Sporting Gijón (A)
69138,1041,1876,,2,49,41,54.3,62.9,98,,71.1,58.9,Run,LDM,,0.17927611,Sporting Gijón (A)
69138,1041,1976,,2,53,31,85.6,54.8,106,,71.1,59.7,Run,LDM,,0.06426591,Sporting Gijón (A)
69138,1041,2104,,2,58,27,95.2,54.1,116,,95.5,61.4,Run,LDM,,0,Sporting Gijón (A)
69138,1041,2232,,2,63,22,81.6,19,124,,80.1,20.2,Run,LDM,,0,Sporting Gijón (A)
69138,1041,2242,,2,63,27,86.2,21.9,124,,92.2,15.9,Run,LDM,,0,Sporting Gijón (A)
69138,1041,2251,,2,63,32,97,13.7,124,,97.2,13.3,Run,LDM,,0,Sporting Gijón (A)
69138,1041,2252,,2,63,32,97.2,13.3,124,,86.7,15.9,Pass,LDM,,0,Sporting Gijón (A)
69138,1041,2361,,2,65,0,89.9,34.3,129,,91,34.3,Run,LDM,,0,Sporting Gijón (A)
69138,1041,2476,,2,67,8,72.5,48.1,137,,72.5,48.1,Run,LDM,,0,Sporting Gijón (A)
69138,1041,2903,,2,76,53,87.9,55.2,153,,93.8,52.9,Run,LDM,,0,Sporting Gijón (A)
69138,1041,2917,,2,77,3,62.3,46,153,,65.3,47.1,Run,LDM,,0,Sporting Gijón (A)
69138,1041,3000,,2,78,17,57.2,34.9,158,,54,43.8,Run,LDM,,0,Sporting Gijón (A)
69138,1041,3009,,2,78,29,37,58.9,158,,40.3,60.3,Run,LDM,,0,Sporting Gijón (A)
69138,1041,3010,,2,78,29,40.3,60.3,158,,33.3,1.7,Pass,LDM,,0,Sporting Gijón (A)
69138,1041,3063,,2,79,28,92.4,29.2,160,,87.8,27.5,Run,LDM,,0,Sporting Gijón (A)
69138,1041,3089,,2,80,29,53.1,14.8,161,,55.5,19.1,Run,LDM,,0,Sporting Gijón (A)
69138,1041,3347,,2,86,17,81,47.8,171,,60.3,34.6,Run,LDM,,0,Sporting Gijón (A)
