GoalProbability,WeightedExpectedGoals,Count,WeightedCount
0,0,21037272,340683.162
0.25,0,28340,142.422
0.03,0,1010488,10405.133
0.25,0.000909090909090909,4570,103.931
0.25,0.00181818181818182,3627,92.546
0.25,0.00272727272727273,2942,81.42
0.25,0.00363636363636364,2609,72.09
0.02,0,1802831,21911.59
0.01,0,4126849,63087.481
0.05,0,453987,3991.169
0.04,0,638172,5876.079
0.25,0.00454545454545455,1842,56.496
0.25,0.00545454545454545,1337,50.405
0.25,0.00636363636363636,1562,45.995
0.24,0,28932,156.46
0.23,0,20264,77.197
0.18,0,30746,117.859
0.14,0,44363,207.936
0.21,0,21397,69.509
0.12,0,68474,348.171
0.2,0,40867,192.596
0.08,0,140717,874.3
0.48,0,19409,74.366
0.22,0,18399,62.938
0.17,0,33939,131.538
0.25,0.00727272727272727,689,22.831
0.19,0,29763,116.106
0.15,0,40390,170.953
0.11,0,82495,428.117
0.13,0,71664,395.429
0.09,0,119888,686.701
0.16,0,36954,159.4
0.1,0,107254,721.241
0.06,0,268319,1924.585
0.07,0,192520,1278.315
0.51,0,17832,63.285
0.27,0,9415,31.002
0.31,0,3264,8.746
0.26,0,9113,29.692
0.37,0,2746,7.158
0.28,0,8580,31.601
0.32,0,3127,8.407
0.38,0,3087,8.029
0.33,0,3523,9.441
0.29,0,7575,30.665
0.39,0,2843,5.269
0.34,0,2936,7.652
0.4,0,1974,5.149
0.3,0,3430,8.67
0.35,0,2537,6.858
0.41,0,2003,4.974
0.36,0,3056,7.601
0.45,0,1909,4.894
0.46,0,1949,5.177
0.49,0,2527,7.596
0.42,0,2091,5.046
0.47,0,2055,4.885
0.43,0,1782,5.216
0.44,0,2299,6.257
0.5,0,3624,12.891
0.03,0.000909090909090909,382360,9002.195
0.51,0.000909090909090909,1221,46.51
0.48,0.000909090909090909,1049,49.844
0.48,0.00181818181818182,563,40.431
0.05,0.000909090909090909,174434,3624.152
0.51,0.00181818181818182,567,35.616
0.51,0.00272727272727273,354,31.393
0.48,0.00272727272727273,430,33.711
0.48,0.00363636363636364,253,29.727
0.48,0.00454545454545455,222,23.559
0.51,0.00363636363636364,307,29.197
0.48,0.00545454545454545,182,22.281
0.04,0.000909090909090909,253680,5537.281
0.51,0.00454545454545455,301,27.473
0.51,0.00636363636363636,134,20.674
0.48,0.00636363636363636,207,22.613
0.48,0.00818181818181818,169,15.763
0.48,0.00727272727272727,147,15.615
0.51,0.00545454545454545,153,16.501
0.51,0.00727272727272727,63,12.91
0.51,0.00818181818181818,38,11.783
0.48,0.00909090909090909,160,12.507
0.48,0.0109090909090909,69,8.88
0.48,0.01,77,9.682
0.12,0.000909090909090909,30844,429.456
0.11,0.000909090909090909,38435,562.857
0.13,0.000909090909090909,28712,455.489
0.09,0.000909090909090909,59219,912.092
0.1,0.000909090909090909,49558,833.155
0.08,0.000909090909090909,73791,1178.793
0.51,0.01,66,9.057
0.51,0.0109090909090909,127,11.212
0.51,0.00909090909090909,104,11.737
0.51,0.0118181818181818,26,7.61
0.51,0.0127272727272727,12,1.664
0.51,0.0136363636363636,39,5.256
0.48,0.0118181818181818,105,7.24
0.48,0.0145454545454545,77,4.888
0.48,0.0136363636363636,26,2.714
0.48,0.0127272727272727,75,6.073
0.12,0.00181818181818182,23449,457.325
0.11,0.00181818181818182,28585,568.443
0.13,0.00181818181818182,21146,454.287
0.07,0.000909090909090909,98564,1646.828
0.1,0.00181818181818182,36629,791.424
0.12,0.00272727272727273,16690,392.112
0.11,0.00272727272727273,21411,518.807
0.09,0.00181818181818182,41029,852.658
0.06,0.000909090909090909,126488,2287.828
0.07,0.00181818181818182,65602,1473.834
0.14,0.000909090909090909,23205,300.917
0.51,0.0145454545454545,15,2.81
0.13,0.00272727272727273,14159,381.216
0.13,0.00363636363636364,12041,328.326
0.1,0.00272727272727273,25756,639.187
0.08,0.00181818181818182,50215,1085.912
0.12,0.00363636363636364,14758,400.375
0.06,0.00181818181818182,81797,1903.69
0.15,0.000909090909090909,19150,236.864
0.15,0.00181818181818182,14534,264.096
0.17,0.000909090909090909,13521,163.029
0.09,0.00272727272727273,30841,750.437
0.16,0.00181818181818182,14010,238.587
0.18,0.000909090909090909,12928,152.669
0.14,0.00272727272727273,13328,310.565
0.17,0.00181818181818182,11516,196.349
0.15,0.00272727272727273,10504,242.042
0.5,0.000909090909090909,706,11.493
0.19,0.000909090909090909,11770,145.503
0.17,0.00272727272727273,8129,173.334
0.19,0.00181818181818182,9333,154.03
0.1,0.00363636363636364,17884,483.946
0.14,0.00363636363636364,10416,270.118
0.11,0.00363636363636364,16011,416.936
0.15,0.00454545454545455,6662,197.22
0.18,0.00363636363636364,5985,146.553
0.16,0.00363636363636364,5885,152.761
0.18,0.00272727272727273,7029,153.454
0.14,0.00181818181818182,16215,305.769
0.2,0.000909090909090909,11808,178.503
0.17,0.00363636363636364,7048,172.893
0.18,0.00181818181818182,9372,155.452
0.16,0.00454545454545455,5369,150.169
0.14,0.00454545454545455,7931,233.217
0.16,0.00545454545454545,4442,143.793
0.18,0.00454545454545455,4158,113.416
0.19,0.00272727272727273,7153,150.269
0.15,0.00363636363636364,9203,237.817
0.17,0.00454545454545455,5034,136.841
0.49,0.000909090909090909,612,7.627
0.49,0.00181818181818182,380,6.467
0.5,0.00181818181818182,560,11.783
0.5,0.00363636363636364,307,7.731
0.5,0.00272727272727273,329,10.184
0.01,0.000909090909090909,441396,16303.135
0.16,0.000909090909090909,16417,198.015
0.13,0.00454545454545455,8921,268.352
0.19,0.00363636363636364,4490,109.724
0.2,0.00181818181818182,8928,174.206
0.16,0.00272727272727273,8907,197.583
0.18,0.00545454545454545,3415,101.753
0.18,0.00636363636363636,3331,99.179
0.19,0.00454545454545455,4198,112.735
0.2,0.00272727272727273,6585,146.587
0.2,0.00363636363636364,4877,129.556
0.47,0.000909090909090909,530,5.735
0.26,0.000909090909090909,4300,43.209
0.28,0.000909090909090909,2824,34.598
0.23,0.000909090909090909,7336,89.443
0.21,0.000909090909090909,8132,84.623
0.32,0.000909090909090909,1442,12.412
0.29,0.000909090909090909,2750,36.783
0.38,0.000909090909090909,936,8.144
0.36,0.000909090909090909,1401,11.659
0.22,0.000909090909090909,7946,86.528
0.37,0.000909090909090909,983,7.749
0.28,0.00181818181818182,2722,43.317
0.24,0.000909090909090909,6058,123.224
0.05,0.00181818181818182,101197,2572.815
0.3,0.000909090909090909,1825,13.788
0.35,0.000909090909090909,1545,11.617
0.02,0.000909090909090909,549812,15604.705
0.42,0.000909090909090909,998,8.541
0.44,0.000909090909090909,709,5.966
0.41,0.000909090909090909,935,6.734
0.43,0.000909090909090909,739,5.934
0.4,0.000909090909090909,812,6.409
0.39,0.000909090909090909,992,8.158
0.46,0.000909090909090909,483,4.826
0.27,0.000909090909090909,3245,33.73
0.29,0.00181818181818182,1922,35.243
0.27,0.00272727272727273,1873,33.049
0.38,0.00181818181818182,709,8.061
0.32,0.00272727272727273,1136,14.524
0.21,0.00272727272727273,5088,92.649
0.4,0.00181818181818182,658,7.062
0.31,0.00181818181818182,1296,14.849
0.31,0.00363636363636364,1124,18.086
0.24,0.00363636363636364,3267,89.199
0.41,0.00181818181818182,785,8.631
0.4,0.00363636363636364,561,7.74
0.35,0.00454545454545455,756,15.187
0.45,0.000909090909090909,701,6.391
