GoalProbability,WeightedExpectedGoals,Count,WeightedCount
0,0,21777960,348979.896
0.02,0,2197376,28004.759
0.01,0,4787589,73262.144
0.29,0,25245,110.076
0.03,0,1175458,12418.113
0.05,0,496868,4188.275
0.06,0,381780,3107.519
0.07,0,242993,1582.741
0.12,0,80188,363.187
0.13,0,73649,356.979
0.14,0,58255,259.864
0.08,0,209134,1511.409
0.1,0,109232,550.229
0.04,0,704479,6300.182
0.11,0,90529,425.824
0.19,0,25291,92.725
0.2,0,22312,83.739
0.21,0,19554,68.67
0.15,0,50199,223.532
0.18,0,27738,101.746
0.24,0,17239,62.013
0.25,0,18241,73.878
0.26,0,19562,83.572
0.22,0,16451,55.369
0.17,0,37855,143.719
0.23,0,16842,56.753
0.27,0,11051,35.258
0.28,0,10710,36.361
0.09,0,167349,1073.304
0.16,0,48218,258.445
0.25,0.000909090909090909,5036,76.449
0.28,0.000909090909090909,3538,41.042
0.27,0.000909090909090909,3554,38.3
0.24,0.000909090909090909,5440,69.109
0.29,0.000909090909090909,3006,80.935
0.29,0.00181818181818182,2230,68.742
0.28,0.00181818181818182,2289,35.006
0.27,0.00181818181818182,2602,35.567
0.29,0.00272727272727273,1773,60.41
0.29,0.00363636363636364,1572,50.637
0.28,0.00272727272727273,1798,32.442
0.29,0.00545454545454545,1297,39.659
0.29,0.00454545454545455,999,36.176
0.29,0.00636363636363636,1129,34.438
0.29,0.00727272727272727,1369,39.664
0.29,0.00818181818181818,938,20.676
0.32,0,4714,13.329
0.31,0,5141,13.247
0.06,0.000909090909090909,166228,3208.646
0.14,0.000909090909090909,26280,331.361
0.12,0.000909090909090909,35755,468.77
0.16,0.000909090909090909,18247,282.307
0.13,0.000909090909090909,30081,425.501
0.11,0.000909090909090909,44679,596.355
0.22,0.000909090909090909,6739,71.612
0.23,0.000909090909090909,5929,65.251
0.2,0.000909090909090909,9960,111.153
0.18,0.000909090909090909,12688,140.134
0.26,0.000909090909090909,5009,72.735
0.16,0.00181818181818182,13463,262.23
0.03,0.000909090909090909,508563,12212.417
0.02,0.000909090909090909,652136,18024.159
0.04,0.000909090909090909,356854,7622.33
0.06,0.00181818181818182,113972,2749.722
