GoalProbability,WeightedExpectedGoals,Count,WeightedCount
0,0,21536506,340680.599
0.02,0,1153701,12870.951
0.04,0,367012,3287.297
0.03,0,559321,5321.061
0.01,0,3054315,42185.732
0.06,0,168637,1347.804
0.05,0,270356,2543.772
0.07,0,112360,704.566
0.1,0,53597,282.683
0.09,0,87680,591.453
0.11,0,46762,241.818
0.08,0,86814,533.037
0.12,0,39460,172.021
0.13,0,30104,126.162
0.14,0,28863,121.697
0.16,0,19017,61.531
0.19,0,17324,56.286
0.18,0,16381,53.5
0.2,0,21550,117.224
0.17,0,18670,59.925
0.15,0,30468,148.257
0.22,0,10761,29.748
0.34,0,4093,8.567
0.42,0,3741,8.335
0.47,0,6272,15.939
0.5,0,1063,2.313
0.27,0,9885,27.474
0.38,0,3573,7.56
0.45,0,3500,9.984
0.48,0,1263,3.04
0.51,0,1495,2.541
0.32,0,4826,13.893
0.41,0,3738,8.437
0.49,0,1136,1.928
0.25,0,8762,25.151
0.36,0,3789,8.589
0.44,0,3078,8.361
0.3,0,5125,13.23
0.4,0,3339,7.655
0.46,0,3521,11.813
0.35,0,3521,7.3
0.43,0,2729,6.903
0.28,0,6748,21.494
0.39,0,3052,6.665
0.33,0,5490,17.796
0.37,0,3753,8.758
0.24,0,8655,24.904
0.26,0,8244,25.831
0.23,0,9280,27.717
0.29,0,9099,29.072
0.31,0,4739,13.421
0.21,0,12008,35.197
0.2,0.000909090909090909,5462,100.629
0.13,0.000909090909090909,10681,131.703
0.14,0.000909090909090909,9454,121.738
0.11,0.000909090909090909,14708,240.228
0.1,0.000909090909090909,19013,286.019
0.08,0.000909090909090909,32843,571.868
0.07,0.000909090909090909,38659,667.594
0.12,0.000909090909090909,12344,161.15
0.09,0.000909090909090909,25624,507.941
0.06,0.000909090909090909,56889,1155.272
0.03,0.000909090909090909,239128,4866.685
0.2,0.00181818181818182,3578,84.613
0.2,0.00272727272727273,2766,69.339
0.33,0.000909090909090909,1716,19.661
0.28,0.000909090909090909,1727,21.514
0.37,0.000909090909090909,1094,8.543
0.05,0.000909090909090909,88308,1868.346
0.46,0.000909090909090909,1422,16.223
0.36,0.000909090909090909,1089,8.594
0.44,0.000909090909090909,1261,11.197
0.48,0.000909090909090909,617,5.217
0.3,0.000909090909090909,1510,13.991
0.4,0.000909090909090909,1036,9.287
0.45,0.000909090909090909,1057,10.892
0.23,0.000909090909090909,3564,34.525
0.34,0.000909090909090909,1254,9.652
0.15,0.000909090909090909,8024,128.112
0.14,0.00181818181818182,6493,114.614
0.12,0.00272727272727273,8026,156.87
0.13,0.00272727272727273,6353,124.805
0.11,0.00181818181818182,11985,229.47
0.1,0.00181818181818182,13797,257.774
0.09,0.00181818181818182,17710,403.709
0.49,0.000909090909090909,367,2.846
0.5,0.000909090909090909,289,2.37
0.43,0.000909090909090909,859,8.417
0.38,0.000909090909090909,847,6.835
0.29,0.000909090909090909,1578,21.952
0.13,0.00181818181818182,8006,134.521
0.11,0.00272727272727273,8789,184.708
0.08,0.00181818181818182,21251,466.246
0.39,0.000909090909090909,998,7.3
0.12,0.00181818181818182,9456,163.365
0.04,0.000909090909090909,137895,2771.143
0.07,0.00181818181818182,28764,587.262
0.2,0.00454545454545455,1529,46.794
0.2,0.00363636363636364,1530,51.547
0.19,0.000909090909090909,6015,59.503
0.16,0.000909090909090909,7021,74.92
0.26,0.000909090909090909,2504,28.283
0.37,0.00181818181818182,910,10.321
0.42,0.000909090909090909,1045,9.157
0.25,0.00181818181818182,1540,21.69
0.35,0.00272727272727273,554,8.442
0.42,0.00181818181818182,677,9.217
0.19,0.00181818181818182,3307,49.636
0.3,0.00272727272727273,504,11.64
0.38,0.00181818181818182,692,6.968
0.23,0.00181818181818182,2596,35.819
0.31,0.00181818181818182,1208,16.678
0.22,0.000909090909090909,3975,38.132
0.32,0.000909090909090909,1604,16.701
0.41,0.00181818181818182,727,9.235
0.47,0.00272727272727273,528,13.157
0.49,0.00181818181818182,277,3.21
0.26,0.00181818181818182,1540,24.302
0.38,0.00272727272727273,586,8.783
0.44,0.00363636363636364,309,7.656
0.48,0.00363636363636364,199,4.077
0.31,0.00363636363636364,491,14.012
0.4,0.00454545454545455,245,5.817
0.45,0.00363636363636364,365,9.234
0.47,0.00181818181818182,990,20.978
0.24,0.00272727272727273,1374,21.757
0.33,0.00272727272727273,767,17.345
0.39,0.00272727272727273,426,7.665
0.24,0.00181818181818182,2211,30.229
0.15,0.00181818181818182,5975,122.706
0.14,0.00272727272727273,4864,99.111
0.12,0.00363636363636364,5679,125.224
0.13,0.00363636363636364,5277,120.369
0.1,0.00272727272727273,12129,253.325
0.06,0.00181818181818182,42289,901.018
0.51,0.000909090909090909,207,1.914
0.49,0.00272727272727273,166,2.609
0.5,0.00181818181818182,231,2.943
0.33,0.00181818181818182,1150,18.627
0.48,0.00454545454545455,148,3.558
0.49,0.00363636363636364,173,3.774
0.38,0.00363636363636364,294,6.137
0.45,0.00454545454545455,338,10.343
0.47,0.00363636363636364,480,17.401
0.48,0.00272727272727273,273,4.094
0.39,0.00363636363636364,431,6.886
0.42,0.00272727272727273,443,7.876
0.44,0.00181818181818182,687,9.901
0.29,0.00181818181818182,1337,23.27
0.35,0.000909090909090909,918,6.737
0.14,0.00363636363636364,3577,78.42
0.11,0.00363636363636364,6486,148.909
0.09,0.00363636363636364,10761,240.352
0.31,0.000909090909090909,1514,15.427
0.44,0.00272727272727273,523,8.51
0.5,0.00272727272727273,161,2.602
0.48,0.00181818181818182,311,4.449
0.43,0.00181818181818182,340,5.686
0.17,0.000909090909090909,5165,59.404
0.05,0.00181818181818182,58615,1277.177
0.08,0.00272727272727273,16781,377.767
0.46,0.00181818181818182,1095,18.506
0.2,0.00545454545454545,1342,35.366
0.18,0.000909090909090909,5345,55.136
0.21,0.000909090909090909,4178,38.451
0.22,0.00181818181818182,2560,37.027
0.18,0.00272727272727273,3291,54.73
0.27,0.00181818181818182,1376,22.337
0.02,0.000909090909090909,499200,11119.709
0.27,0.000909090909090909,2167,24.07
0.41,0.000909090909090909,917,8.115
0.31,0.00272727272727273,579,12.032
0.26,0.00454545454545455,1203,29.213
0.37,0.00545454545454545,295,8.415
0.43,0.00454545454545455,331,8.811
0.46,0.00272727272727273,679,13.555
0.3,0.00545454545454545,296,9.066
0.38,0.00545454545454545,215,5.813
0.23,0.00454545454545455,883,23.071
0.3,0.00363636363636364,871,16.47
0.34,0.00181818181818182,860,10.253
0.32,0.00181818181818182,1072,16.88
0.42,0.00454545454545455,182,5.919
0.47,0.00545454545454545,340,13.888
0.49,0.00454545454545455,163,4.157
0.26,0.00363636363636364,883,21.108
0.37,0.00636363636363636,205,7.315
0.44,0.00909090909090909,122,6.757
0.47,0.00727272727272727,318,12.817
0.19,0.00363636363636364,2153,47.854
0.31,0.00727272727272727,203,7.706
0.39,0.00909090909090909,193,6.166
0.43,0.00818181818181818,171,6.274
0.23,0.00545454545454545,1181,34.252
0.36,0.00636363636363636,192,6.029
0.21,0.00363636363636364,1752,33.404
0.25,0.00272727272727273,1650,30.612
0.09,0.00272727272727273,12774,276.493
0.46,0.00454545454545455,394,13.318
0.49,0.00545454545454545,70,1.965
0.5,0.00545454545454545,16,0.351
0.32,0.00363636363636364,682,15.974
0.43,0.00727272727272727,168,6.746
0.47,0.00909090909090909,188,12.8
0.49,0.00818181818181818,70,3.259
0.25,0.00454545454545455,895,21.891
0.37,0.00818181818181818,166,7.294
0.43,0.01,86,5.346
0.45,0.00909090909090909,78,3.885
0.46,0.00545454545454545,292,11.155
0.17,0.00272727272727273,3122,53.862
0.29,0.00545454545454545,433,13.929
0.36,0.00727272727272727,161,5.439
0.39,0.00636363636363636,231,6.543
0.4,0.00363636363636364,238,4.857
0.25,0.00363636363636364,944,20.19
0.28,0.00272727272727273,655,15.292
0.12,0.00454545454545455,5252,119.068
0.1,0.00363636363636364,9369,199.581
0.46,0.00363636363636364,530,15.903
0.5,0.00363636363636364,56,1.541
0.32,0.00272727272727273,834,15.337
0.43,0.00545454545454545,193,5.623
0.48,0.00636363636363636,136,4.815
0.45,0.00636363636363636,243,8.528
0.29,0.00454545454545455,800,19.089
0.36,0.00545454545454545,340,9.317
0.39,0.00454545454545455,241,6.454
0.4,0.00272727272727273,555,9.42
0.18,0.00181818181818182,4214,63.613
0.26,0.00272727272727273,1025,22.79
0.24,0.000909090909090909,3239,32.207
0.43,0.00363636363636364,317,7.835
0.25,0.000909090909090909,3155,31.182
0.04,0.00181818181818182,97673,2181.133
0.07,0.00272727272727273,23553,511.567
0.36,0.00181818181818182,633,7.757
0.36,0.00272727272727273,648,9.622
0.16,0.00181818181818182,4386,63.523
0.27,0.00272727272727273,743,14.951
0.22,0.00363636363636364,1377,29.676
0.16,0.00272727272727273,3603,65.914
0.17,0.00181818181818182,3789,57.914
0.24,0.00363636363636364,871,19.917
0.4,0.00181818181818182,513,6.573
0.01,0.000909090909090909,858261,24572.65
0.21,0.00181818181818182,2673,35.554
0.4,0.00545454545454545,237,6.453
0.15,0.00363636363636364,3142,75.232
0.26,0.00636363636363636,393,13.805
0.36,0.00818181818181818,194,6.58
0.19,0.00636363636363636,1075,28.936
0.29,0.00909090909090909,392,12.09
0.06,0.00272727272727273,31590,691.355
0.13,0.00454545454545455,4342,99.481
0.21,0.00636363636363636,950,24.073
0.27,0.00545454545454545,466,13.673
0.47,0.000909090909090909,1141,16.13
0.43,0.00272727272727273,363,6.446
0.29,0.00363636363636364,762,15.369
0.4,0.00636363636363636,191,6.876
0.46,0.00818181818181818,107,5.169
0.49,0.00727272727272727,65,2.027
0.35,0.01,90,3.679
0.43,0.0127272727272727,34,1.926
0.46,0.0109090909090909,55,3.788
0.47,0.00636363636363636,237,10.877
0.16,0.00545454545454545,2085,49.689
0.28,0.0109090909090909,210,8.624
0.36,0.0136363636363636,35,2.424
0.41,0.0118181818181818,45,2.838
0.42,0.00727272727272727,124,4.032
0.11,0.00454545454545455,5554,127.2
0.2,0.00818181818181818,602,18.632
0.27,0.01,20,1.216
0.31,0.00909090909090909,125,4.845
0.33,0.00545454545454545,398,13.219
0.19,0.00454545454545455,2008,42.748
0.21,0.00272727272727273,2774,45.561
0.35,0.00363636363636364,485,8.423
0.44,0.00636363636363636,151,6.756
0.48,0.00909090909090909,56,2.485
0.5,0.00454545454545455,62,1.251
0.4,0.0109090909090909,140,6.195
0.45,0.0136363636363636,30,2.934
0.47,0.0118181818181818,127,7.295
0.48,0.00727272727272727,68,2.519
0.33,0.0118181818181818,137,5.773
0.4,0.0145454545454545,18,1.194
0.42,0.0127272727272727,54,3.871
0.14,0.00454545454545455,2855,65.243
0.24,0.00818181818181818,312,10.239
0.31,0.0109090909090909,18,1.153
0.34,0.00909090909090909,141,4.36
