GoalProbability,WeightedExpectedGoals,Count,WeightedCount
0.23,0.03,2215,51.002
0.21,0.03,4768,120.43
0.15,0.03,6236,202.123
0.33,0.02,1887,43.74
0.29,0.03,1465,33.24
0.27,0.03,1673,47.123
0.03,0.02,152287,6268.988
0.06,0.03,14192,654.384
0.28,0.03,858,27.772
0.22,0.03,2926,70.564
0.33,0.03,749,22.688
0.3,0.03,1021,19.942
0.09,0.04,9996,295.493
0.1,0.04,8464,324.967
0.12,0.03,18583,558.859
0.08,0.04,6224,255.046
0.12,0.04,5492,182.323
0.05,0.03,8808,435.026
0.07,0.04,2276,245.175
0.1,0.05,2085,62.757
0.12,0.05,4349,184.199
0.11,0.05,5799,210.506
0.13,0.06,1755,75.577
0.11,0.04,6230,198.489
0.13,0.05,1769,50.248
0.13,0.04,4350,141.898
0.15,0.06,3116,92.089
0.14,0.05,2634,72.965
0.14,0.04,1662,66.861
0.14,0.06,1405,43.23
0.02,0.02,16231,763.784
0.3,0.02,2063,60.645
0.15,0.05,828,23.167
0.16,0.06,389,11.409
0.15,0.04,1464,54.138
0.91,0.01,171,26.66
0.9,0.01,137,16.476
0.51,0.02,503,16.281
0.41,0.02,507,12.699
0.45,0.02,750,20.357
0.43,0.03,98,4.556
0.16,0.05,432,10.825
0.2,0.03,3095,78.521
0.26,0.03,1578,40.365
0.32,0.03,965,25.133
0.89,0.01,72,7.506
0.86,0.01,109,5.025
0.88,0.01,52,3.869
0.85,0.01,66,2.608
0.87,0.01,131,7.227
0.91,0.02,37,8.567
0.76,0.01,78,2.589
0.48,0.02,494,17.12
0.87,0.02,13,1.515
0.89,0.02,19,3.184
0.79,0.01,117,3.898
0.9,0.02,16,3.374
0.84,0.02,68,2.619
0.8,0.02,46,1.895
0.85,0.02,20,0.813
0.86,0.02,20,0.8
0.68,0.02,27,1.08
0.71,0.02,131,3.745
0.73,0.02,23,0.923
0.7,0.02,94,4.069
0.75,0.03,26,1.287
0.76,0.02,51,2.315
0.78,0.02,46,2.235
0.74,0.02,19,0.877
0.75,0.02,27,0.873
0.81,0.02,21,0.984
0.62,0.02,34,2.403
0.59,0.03,202,7.065
0.04,0.03,11096,495.396
0.59,0.02,85,2.672
0.03,0.03,1188,50.074
0.54,0.02,198,7.083
0.55,0.02,379,9.898
0.31,0.03,617,21.262
0.22,0.04,350,12.393
0.25,0.04,524,22.011
0.28,0.04,745,19.332
0.31,0.04,300,9.781
0.23,0.04,668,23.049
0.21,0.04,248,5.953
0.26,0.04,378,15.412
0.17,0.04,429,23.312
0.4,0.03,374,10.475
0.55,0.03,221,6.28
0.52,0.03,322,10.145
0.45,0.03,447,14.864
0.48,0.04,165,5.559
0.46,0.03,302,10.335
0.37,0.03,350,10.85
0.38,0.03,460,17.5
0.62,0.03,177,5.535
0.51,0.03,159,4.615
0.55,0.04,152,5.186
0.42,0.03,373,12.362
0.44,0.03,227,6.918
0.65,0.02,252,5.771
0.6,0.03,67,1.807
0.5,0.03,76,1.915
0.39,0.04,180,7.086
0.41,0.03,223,7.793
0.34,0.03,506,18.333
0.47,0.03,366,13.625
0.54,0.04,71,2.529
0.42,0.04,410,17.134
0.48,0.05,86,3.561
0.49,0.04,147,5.576
0.35,0.04,104,3.819
0.4,0.04,336,13.948
0.41,0.04,301,12.927
0.56,0.03,71,2.215
0.61,0.04,133,4.69
0.5,0.04,88,3.105
0.55,0.05,78,3.24
0.47,0.04,165,6.092
0.61,0.03,120,3.593
0.66,0.03,55,1.732
0.67,0.03,51,1.422
0.53,0.03,148,4.312
0.63,0.02,114,2.53
0.34,0.04,162,8.062
0.29,0.04,188,9.673
0.3,0.04,94,4.339
0.37,0.05,92,4.537
0.42,0.05,79,4.007
0.45,0.04,137,6.002
0.27,0.04,101,4.7
0.32,0.04,253,13.384
0.37,0.04,159,7.931
0.39,0.03,152,5.752
0.56,0.04,67,2.507
0.38,0.04,237,10.629
0.45,0.05,89,3.739
0.5,0.05,77,3.498
0.53,0.04,70,2.654
0.44,0.04,85,3.552
0.57,0.03,55,1.877
0.52,0.04,69,2.56
0.57,0.04,59,2.453
0.16,0.04,122,8.539
0.18,0.04,200,15.15
0.2,0.04,100,6.485
0.19,0.04,293,20.895
0.24,0.04,260,17.303
0.36,0.03,212,9.235
0.34,0.05,159,9.377
0.31,0.05,88,5.054
0.33,0.04,158,7.998
0.49,0.03,124,4.613
0.48,0.03,270,10.628
0.36,0.04,84,3.957
0.35,0.03,206,8.873
0.08,0.05,211,39.115
0.33,0.05,79,4.845
0.05,0.04,93,22.445
0.06,0.04,277,67.516
0.07,0.05,371,93.159
0.08,0.06,93,23.266
0.15,0.08,266,35.071
0.13,0.07,247,33.139
0.15,0.07,512,62.975
0.19,0.1,446,51.697
0.19,0.11,144,18.996
0.17,0.1,137,17.876
0.14,0.07,337,48.455
0.12,0.06,122,16.83
0.25,0.17,162,21.373
0.27,0.22,161,25.239
0.25,0.18,161,23.442
0.2,0.12,153,18.788
0.16,0.08,262,32.43
0.18,0.1,139,17.973
0.23,0.16,165,22.075
0.28,0.27,162,30.55
0.29,0.34,168,37.029
0.26,0.25,177,31.243
0.21,0.14,174,21.43
0.18,0.09,169,16.575
0.17,0.09,257,33.946
0.2,0.14,163,22.276
0.23,0.22,163,29.428
0.25,0.28,167,36.124
0.23,0.23,170,32.719
0.21,0.15,172,22.986
0.2,0.11,164,17.185
0.1,0.06,202,39.506
0.19,0.12,152,19.906
0.22,0.16,315,47.028
0.23,0.21,154,29.287
0.22,0.2,157,29.552
0.22,0.13,152,18.968
0.16,0.09,122,17.976
0.19,0.09,90,15.101
0.24,0.11,112,14.535
0.28,0.14,134,15.971
0.3,0.18,140,18.611
0.3,0.22,144,23.254
0.29,0.22,139,24.143
0.28,0.19,138,21.614
0.25,0.15,125,19.103
0.17,0.05,58,9.991
0.22,0.07,68,10.241
0.3,0.1,81,10.74
0.39,0.14,97,11.634
0.42,0.16,109,12.47
0.42,0.2,113,14.849
0.42,0.21,107,15.885
0.36,0.18,95,15.528
0.28,0.12,98,13.716
0.19,0.06,84,9.998
0.35,0.06,64,5.887
0.44,0.09,66,6.687
0.49,0.09,71,6.156
0.55,0.12,77,6.844
0.58,0.15,79,8.234
0.46,0.12,72,8.43
0.29,0.07,71,7.543
0.54,0.03,43,1.849
0.66,0.04,48,2.247
0.67,0.07,50,3.345
0.51,0.05,50,3.617
